order_id,order_date,customer_id,product_id,product_name,product_cost,quantity,selling_price,total_cost,total_sale,total_profit,campaign_id,order_month
O04267,2025-09-30,C0282,P022,Volumizing Spray,292.18,2,517.27,584.36,1034.54,450.18,M02,2025-09
O04268,2025-05-29,C0151,P013,Running Shoes,139.5,5,249.72,697.5,1248.6,551.1,M04,2025-05
O04269,2025-10-23,C0863,P009,SPF 50 Sunscreen,332.29,4,509.1,1329.16,2036.4,707.24,Organic,2025-10
O04270,2025-07-28,C0835,P005,Hair Growth Oil,81.19,2,150.42,162.38,300.84,138.46,M07,2025-07
O04271,2025-01-02,C0476,P012,Athliesure Wear,777.17,1,1118.83,777.17,1118.83,341.66,M07,2025-01
O04272,2025-02-07,C1095,P024,Resistance Bands,442.52,3,862.21,1327.56,2586.63,1259.07,M06,2025-02
O04273,2025-09-06,C1138,P027,Sweatband,196.1,4,371.46,784.4,1485.84,701.44,M07,2025-09
O04274,2025-09-22,C0100,P013,Running Shoes,139.5,3,249.72,418.5,749.16,330.66,Organic,2025-09
O04275,2025-01-27,C0485,P013,Running Shoes,139.5,1,249.72,139.5,249.72,110.22,M04,2025-01
O04276,2025-08-11,C0018,P027,Sweatband,196.1,3,371.46,588.3,1114.38,526.08,M02,2025-08
O04277,2025-11-28,C0879,P021,Exfoliating Scrub,236.38,3,410.46,709.14,1231.38,522.24,Organic,2025-11
O04278,2025-11-16,C0248,P018,Weight-Lifting Shoes,749.33,1,1307.8,749.33,1307.8,558.47,Organic,2025-11
O04279,2025-10-28,C0243,P002,SPF 50 Sunscreen,190.04,2,365.12,380.08,730.24,350.16,M04,2025-10
O04280,2025-11-24,C0294,P001,Pre-Workout Formula,81.87,3,147.52,245.61,442.56,196.95,M05,2025-11
O04281,2025-06-23,C0410,P006,Leave-In Hair Mist,529.14,4,897.09,2116.56,3588.36,1471.8,Organic,2025-06
O04282,2025-10-19,C0751,P015,Anti-Aging Night Cream,732.53,2,1438.69,1465.06,2877.38,1412.32,Organic,2025-10
O04283,2025-10-22,C0383,P021,Exfoliating Scrub,236.38,4,410.46,945.52,1641.84,696.32,M07,2025-10
O04284,2025-01-23,C0950,P005,Hair Growth Oil,81.19,3,150.42,243.57,451.26,207.69,Organic,2025-01
O04285,2025-09-10,C0605,P030,Vitamin C Serum,1052.65,3,1994.92,3157.95,5984.76,2826.81,M05,2025-09
O04286,2025-11-19,C0281,P019,Grip Strength Tool,491.38,1,775.01,491.38,775.01,283.63,M05,2025-11
O04287,2025-12-22,C0675,P010,Plant-Based Protein,143.45,2,276.22,286.9,552.44,265.54,M02,2025-12
O04288,2025-10-13,C1150,P001,Pre-Workout Formula,81.87,1,147.52,81.87,147.52,65.65,Organic,2025-10
O04289,2025-11-01,C0713,P013,Running Shoes,139.5,3,249.72,418.5,749.16,330.66,M05,2025-11
O04290,2025-05-25,C0677,P025,Scalp Detox Scrub,993.64,4,1765.1,3974.56,7060.4,3085.84,Organic,2025-05
O04291,2025-03-22,C0344,P028,Hair Growth Oil,729.97,5,1124.06,3649.85,5620.3,1970.45,Organic,2025-03
O04292,2025-07-09,C0253,P005,Hair Growth Oil,81.19,4,150.42,324.76,601.68,276.92,Organic,2025-07
O04293,2025-01-27,C0835,P011,Pull-up Set,824.85,4,1247.08,3299.4,4988.32,1688.92,M07,2025-01
O04294,2025-02-22,C0861,P026,Tracksuit,581.63,2,851.7,1163.26,1703.4,540.14,M07,2025-02
O04295,2025-01-16,C0022,P015,Anti-Aging Night Cream,732.53,3,1438.69,2197.59,4316.07,2118.48,M03,2025-01
O04296,2025-08-04,C0832,P029,Tennis Outfit,1047.18,1,1805.86,1047.18,1805.86,758.68,M06,2025-08
O04297,2025-02-02,C1033,P012,Athliesure Wear,777.17,3,1118.83,2331.51,3356.49,1024.98,M06,2025-02
O04298,2025-04-12,C0009,P022,Volumizing Spray,292.18,1,517.27,292.18,517.27,225.09,M02,2025-04
O04299,2025-08-05,C0193,P016,SPF 50 Sunscreen,1093.54,3,1568.83,3280.62,4706.49,1425.87,M06,2025-08
O04300,2025-09-27,C1172,P015,Anti-Aging Night Cream,732.53,1,1438.69,732.53,1438.69,706.16,M03,2025-09
O04301,2025-05-11,C0154,P010,Plant-Based Protein,143.45,2,276.22,286.9,552.44,265.54,M06,2025-05
O04302,2025-06-07,C1162,P015,Anti-Aging Night Cream,732.53,3,1438.69,2197.59,4316.07,2118.48,M07,2025-06
O04303,2025-05-16,C0749,P024,Resistance Bands,442.52,2,862.21,885.04,1724.42,839.38,M06,2025-05
O04304,2025-12-22,C0958,P030,Vitamin C Serum,1052.65,5,1994.92,5263.25,9974.6,4711.35,M08,2025-12
O04305,2025-03-05,C0164,P019,Grip Strength Tool,491.38,5,775.01,2456.9,3875.05,1418.15,Organic,2025-03
O04306,2025-09-30,C0891,P013,Running Shoes,139.5,3,249.72,418.5,749.16,330.66,Organic,2025-09
O04307,2025-07-27,C0440,P019,Grip Strength Tool,491.38,4,775.01,1965.52,3100.04,1134.52,M02,2025-07
O04308,2025-10-11,C0399,P008,Exfoliating Scrub,810.3,3,1426.46,2430.9,4279.38,1848.48,Organic,2025-10
O04309,2025-09-11,C1146,P009,SPF 50 Sunscreen,332.29,4,509.1,1329.16,2036.4,707.24,M01,2025-09
O04310,2025-07-11,C0960,P022,Volumizing Spray,292.18,1,517.27,292.18,517.27,225.09,Organic,2025-07
O04311,2025-05-05,C0980,P024,Resistance Bands,442.52,4,862.21,1770.08,3448.84,1678.76,Organic,2025-05
O04312,2025-02-15,C0544,P018,Weight-Lifting Shoes,749.33,2,1307.8,1498.66,2615.6,1116.94,Organic,2025-02
O04313,2025-11-25,C1155,P004,Daily Multivitamin,151.95,2,278.02,303.9,556.04,252.14,M06,2025-11
O04314,2025-08-10,C0496,P016,SPF 50 Sunscreen,1093.54,2,1568.83,2187.08,3137.66,950.58,M03,2025-08
O04315,2025-12-20,C0982,P023,Daily Multivitamin,271.03,2,535.19,542.06,1070.38,528.32,Organic,2025-12
O04316,2025-03-10,C1159,P007,Benchpress Bench and Bar,821.09,4,1637.92,3284.36,6551.68,3267.32,M01,2025-03
O04317,2025-04-06,C1149,P028,Hair Growth Oil,729.97,2,1124.06,1459.94,2248.12,788.18,M03,2025-04
O04318,2025-07-22,C0943,P030,Vitamin C Serum,1052.65,4,1994.92,4210.6,7979.68,3769.08,Organic,2025-07
O04319,2025-10-31,C0383,P021,Exfoliating Scrub,236.38,3,410.46,709.14,1231.38,522.24,M08,2025-10
O04320,2025-05-02,C0327,P020,Pre-Workout Formula,671.71,2,1257.35,1343.42,2514.7,1171.28,Organic,2025-05
O04321,2025-06-23,C0289,P021,Exfoliating Scrub,236.38,1,410.46,236.38,410.46,174.08,M03,2025-06
O04322,2025-01-12,C0193,P019,Grip Strength Tool,491.38,3,775.01,1474.14,2325.03,850.89,Organic,2025-01
O04323,2025-01-01,C0867,P003,Anti-Frizz Serum,154.97,5,265.18,774.85,1325.9,551.05,M03,2025-01
O04324,2025-09-22,C0601,P009,SPF 50 Sunscreen,332.29,2,509.1,664.58,1018.2,353.62,M05,2025-09
O04325,2025-09-11,C0145,P022,Volumizing Spray,292.18,5,517.27,1460.9,2586.35,1125.45,M03,2025-09
O04326,2025-11-08,C0990,P001,Pre-Workout Formula,81.87,3,147.52,245.61,442.56,196.95,Organic,2025-11
O04327,2025-02-13,C0551,P011,Pull-up Set,824.85,3,1247.08,2474.55,3741.24,1266.69,M07,2025-02
O04328,2025-01-30,C0907,P030,Vitamin C Serum,1052.65,3,1994.92,3157.95,5984.76,2826.81,M02,2025-01
O04329,2025-04-14,C0453,P018,Weight-Lifting Shoes,749.33,1,1307.8,749.33,1307.8,558.47,M07,2025-04
O04330,2025-05-26,C0438,P008,Exfoliating Scrub,810.3,2,1426.46,1620.6,2852.92,1232.32,M07,2025-05
O04331,2025-11-17,C0309,P024,Resistance Bands,442.52,2,862.21,885.04,1724.42,839.38,M08,2025-11
O04332,2025-08-28,C0418,P007,Benchpress Bench and Bar,821.09,1,1637.92,821.09,1637.92,816.83,M01,2025-08
O04333,2025-07-23,C0612,P013,Running Shoes,139.5,4,249.72,558.0,998.88,440.88,M08,2025-07
O04334,2025-01-02,C1144,P007,Benchpress Bench and Bar,821.09,3,1637.92,2463.27,4913.76,2450.49,M07,2025-01
O04335,2025-01-18,C0642,P011,Pull-up Set,824.85,2,1247.08,1649.7,2494.16,844.46,Organic,2025-01
O04336,2025-06-05,C0590,P005,Hair Growth Oil,81.19,1,150.42,81.19,150.42,69.23,Organic,2025-06
O04337,2025-01-20,C0969,P021,Exfoliating Scrub,236.38,3,410.46,709.14,1231.38,522.24,Organic,2025-01
O04338,2025-03-09,C1016,P029,Tennis Outfit,1047.18,3,1805.86,3141.54,5417.58,2276.04,M07,2025-03
O04339,2025-08-31,C0752,P026,Tracksuit,581.63,5,851.7,2908.15,4258.5,1350.35,M08,2025-08
O04340,2025-08-04,C0761,P005,Hair Growth Oil,81.19,5,150.42,405.95,752.1,346.15,Organic,2025-08
O04341,2025-08-09,C0328,P027,Sweatband,196.1,1,371.46,196.1,371.46,175.36,Organic,2025-08
O04342,2025-05-06,C0830,P023,Daily Multivitamin,271.03,2,535.19,542.06,1070.38,528.32,Organic,2025-05
O04343,2025-12-06,C0827,P012,Athliesure Wear,777.17,3,1118.83,2331.51,3356.49,1024.98,Organic,2025-12
O04344,2025-02-06,C1175,P010,Plant-Based Protein,143.45,4,276.22,573.8,1104.88,531.08,M08,2025-02
O04345,2025-11-27,C0428,P019,Grip Strength Tool,491.38,1,775.01,491.38,775.01,283.63,M04,2025-11
O04346,2025-10-28,C1169,P023,Daily Multivitamin,271.03,4,535.19,1084.12,2140.76,1056.64,Organic,2025-10
O04347,2025-10-05,C0569,P023,Daily Multivitamin,271.03,5,535.19,1355.15,2675.95,1320.8,Organic,2025-10
O04348,2025-05-12,C1037,P020,Pre-Workout Formula,671.71,4,1257.35,2686.84,5029.4,2342.56,M06,2025-05
O04349,2025-06-10,C0578,P001,Pre-Workout Formula,81.87,5,147.52,409.35,737.6,328.25,Organic,2025-06
O04350,2025-12-05,C0293,P007,Benchpress Bench and Bar,821.09,4,1637.92,3284.36,6551.68,3267.32,Organic,2025-12
O04351,2025-08-12,C0444,P010,Plant-Based Protein,143.45,2,276.22,286.9,552.44,265.54,M04,2025-08
O04352,2025-10-30,C0781,P009,SPF 50 Sunscreen,332.29,1,509.1,332.29,509.1,176.81,M03,2025-10
O04353,2025-10-08,C1093,P019,Grip Strength Tool,491.38,1,775.01,491.38,775.01,283.63,Organic,2025-10
O04354,2025-02-23,C0591,P011,Pull-up Set,824.85,5,1247.08,4124.25,6235.4,2111.15,Organic,2025-02
O04355,2025-04-27,C0034,P009,SPF 50 Sunscreen,332.29,1,509.1,332.29,509.1,176.81,Organic,2025-04
O04356,2025-04-04,C0923,P022,Volumizing Spray,292.18,4,517.27,1168.72,2069.08,900.36,Organic,2025-04
O04357,2025-03-25,C0396,P005,Hair Growth Oil,81.19,5,150.42,405.95,752.1,346.15,Organic,2025-03
O04358,2025-12-27,C0623,P030,Vitamin C Serum,1052.65,4,1994.92,4210.6,7979.68,3769.08,M03,2025-12
O04359,2025-06-24,C0945,P013,Running Shoes,139.5,5,249.72,697.5,1248.6,551.1,Organic,2025-06
O04360,2025-02-02,C1052,P028,Hair Growth Oil,729.97,5,1124.06,3649.85,5620.3,1970.45,M03,2025-02
O04361,2025-04-15,C1077,P015,Anti-Aging Night Cream,732.53,5,1438.69,3662.65,7193.45,3530.8,Organic,2025-04
O04362,2025-01-30,C1120,P011,Pull-up Set,824.85,3,1247.08,2474.55,3741.24,1266.69,M01,2025-01
O04363,2025-07-16,C0158,P023,Daily Multivitamin,271.03,2,535.19,542.06,1070.38,528.32,Organic,2025-07
O04364,2025-05-11,C0758,P019,Grip Strength Tool,491.38,4,775.01,1965.52,3100.04,1134.52,M05,2025-05
O04365,2025-07-20,C0665,P001,Pre-Workout Formula,81.87,5,147.52,409.35,737.6,328.25,M08,2025-07
O04366,2025-11-16,C1162,P009,SPF 50 Sunscreen,332.29,4,509.1,1329.16,2036.4,707.24,M04,2025-11
O04367,2025-01-02,C0911,P028,Hair Growth Oil,729.97,2,1124.06,1459.94,2248.12,788.18,M02,2025-01
O04368,2025-01-26,C1113,P027,Sweatband,196.1,1,371.46,196.1,371.46,175.36,M03,2025-01
O04369,2025-08-02,C0787,P003,Anti-Frizz Serum,154.97,4,265.18,619.88,1060.72,440.84,M02,2025-08
O04370,2025-08-03,C0730,P011,Pull-up Set,824.85,3,1247.08,2474.55,3741.24,1266.69,Organic,2025-08
O04371,2025-12-17,C0833,P017,Gentle Facial Cleanser,1005.92,3,1746.32,3017.76,5238.96,2221.2,M07,2025-12
O04372,2025-06-15,C0735,P011,Pull-up Set,824.85,4,1247.08,3299.4,4988.32,1688.92,M03,2025-06
O04373,2025-05-11,C0883,P016,SPF 50 Sunscreen,1093.54,3,1568.83,3280.62,4706.49,1425.87,M01,2025-05
O04374,2025-07-17,C0915,P017,Gentle Facial Cleanser,1005.92,3,1746.32,3017.76,5238.96,2221.2,M07,2025-07
O04375,2025-09-29,C0272,P028,Hair Growth Oil,729.97,3,1124.06,2189.91,3372.18,1182.27,Organic,2025-09
O04376,2025-07-02,C0850,P003,Anti-Frizz Serum,154.97,4,265.18,619.88,1060.72,440.84,M06,2025-07
O04377,2025-02-24,C0359,P005,Hair Growth Oil,81.19,3,150.42,243.57,451.26,207.69,Organic,2025-02
O04378,2025-05-14,C1050,P003,Anti-Frizz Serum,154.97,5,265.18,774.85,1325.9,551.05,Organic,2025-05
O04379,2025-06-01,C0295,P001,Pre-Workout Formula,81.87,2,147.52,163.74,295.04,131.3,M07,2025-06
O04380,2025-10-01,C0035,P014,Argan Oil Shampoo,1020.09,5,1782.36,5100.45,8911.8,3811.35,Organic,2025-10
O04381,2025-06-12,C0963,P027,Sweatband,196.1,1,371.46,196.1,371.46,175.36,Organic,2025-06
O04382,2025-08-20,C0503,P001,Pre-Workout Formula,81.87,4,147.52,327.48,590.08,262.6,M05,2025-08
O04383,2025-05-18,C0435,P005,Hair Growth Oil,81.19,5,150.42,405.95,752.1,346.15,Organic,2025-05
O04384,2025-02-01,C0093,P006,Leave-In Hair Mist,529.14,3,897.09,1587.42,2691.27,1103.85,Organic,2025-02
O04385,2025-10-04,C1096,P020,Pre-Workout Formula,671.71,2,1257.35,1343.42,2514.7,1171.28,M05,2025-10
O04386,2025-02-05,C0552,P007,Benchpress Bench and Bar,821.09,5,1637.92,4105.45,8189.6,4084.15,M07,2025-02
O04387,2025-11-23,C0975,P003,Anti-Frizz Serum,154.97,5,265.18,774.85,1325.9,551.05,M08,2025-11
O04388,2025-03-11,C0559,P027,Sweatband,196.1,3,371.46,588.3,1114.38,526.08,Organic,2025-03
O04389,2025-10-12,C0225,P009,SPF 50 Sunscreen,332.29,2,509.1,664.58,1018.2,353.62,M05,2025-10
O04390,2025-09-27,C0612,P001,Pre-Workout Formula,81.87,3,147.52,245.61,442.56,196.95,Organic,2025-09
O04391,2025-08-26,C0725,P007,Benchpress Bench and Bar,821.09,4,1637.92,3284.36,6551.68,3267.32,Organic,2025-08
O04392,2025-09-09,C1044,P010,Plant-Based Protein,143.45,1,276.22,143.45,276.22,132.77,M08,2025-09
O04393,2025-11-24,C0457,P021,Exfoliating Scrub,236.38,5,410.46,1181.9,2052.3,870.4,M01,2025-11
O04394,2025-06-22,C1124,P019,Grip Strength Tool,491.38,1,775.01,491.38,775.01,283.63,M07,2025-06
O04395,2025-01-01,C0514,P006,Leave-In Hair Mist,529.14,3,897.09,1587.42,2691.27,1103.85,M01,2025-01
O04396,2025-04-30,C0725,P003,Anti-Frizz Serum,154.97,5,265.18,774.85,1325.9,551.05,Organic,2025-04
O04397,2025-03-13,C1067,P011,Pull-up Set,824.85,3,1247.08,2474.55,3741.24,1266.69,Organic,2025-03
O04398,2025-01-09,C0392,P015,Anti-Aging Night Cream,732.53,3,1438.69,2197.59,4316.07,2118.48,M04,2025-01
O04399,2025-02-19,C0902,P019,Grip Strength Tool,491.38,4,775.01,1965.52,3100.04,1134.52,M07,2025-02
O04400,2025-08-24,C0749,P012,Athliesure Wear,777.17,1,1118.83,777.17,1118.83,341.66,Organic,2025-08
O04401,2025-02-04,C0872,P017,Gentle Facial Cleanser,1005.92,3,1746.32,3017.76,5238.96,2221.2,Organic,2025-02
O04402,2025-12-18,C0326,P017,Gentle Facial Cleanser,1005.92,2,1746.32,2011.84,3492.64,1480.8,M03,2025-12
O04403,2025-11-07,C1065,P011,Pull-up Set,824.85,4,1247.08,3299.4,4988.32,1688.92,Organic,2025-11
O04404,2025-05-22,C1169,P004,Daily Multivitamin,151.95,4,278.02,607.8,1112.08,504.28,M04,2025-05
O04405,2025-03-28,C0880,P029,Tennis Outfit,1047.18,1,1805.86,1047.18,1805.86,758.68,Organic,2025-03
O04406,2025-07-04,C1124,P024,Resistance Bands,442.52,4,862.21,1770.08,3448.84,1678.76,Organic,2025-07
O04407,2025-05-24,C0941,P006,Leave-In Hair Mist,529.14,4,897.09,2116.56,3588.36,1471.8,Organic,2025-05
O04408,2025-05-30,C1058,P030,Vitamin C Serum,1052.65,2,1994.92,2105.3,3989.84,1884.54,M08,2025-05
O04409,2025-04-09,C0006,P023,Daily Multivitamin,271.03,4,535.19,1084.12,2140.76,1056.64,M04,2025-04
O04410,2025-12-03,C0178,P021,Exfoliating Scrub,236.38,3,410.46,709.14,1231.38,522.24,M02,2025-12
O04411,2025-08-28,C1026,P018,Weight-Lifting Shoes,749.33,2,1307.8,1498.66,2615.6,1116.94,M03,2025-08
O04412,2025-07-15,C0741,P027,Sweatband,196.1,3,371.46,588.3,1114.38,526.08,M07,2025-07
O04413,2025-11-15,C0048,P018,Weight-Lifting Shoes,749.33,4,1307.8,2997.32,5231.2,2233.88,Organic,2025-11
O04414,2025-05-01,C0943,P005,Hair Growth Oil,81.19,2,150.42,162.38,300.84,138.46,M08,2025-05
O04415,2025-03-02,C1030,P015,Anti-Aging Night Cream,732.53,5,1438.69,3662.65,7193.45,3530.8,M03,2025-03
O04416,2025-03-29,C0966,P008,Exfoliating Scrub,810.3,5,1426.46,4051.5,7132.3,3080.8,M07,2025-03
O04417,2025-06-11,C0559,P027,Sweatband,196.1,5,371.46,980.5,1857.3,876.8,Organic,2025-06
O04418,2025-08-18,C1131,P002,SPF 50 Sunscreen,190.04,3,365.12,570.12,1095.36,525.24,Organic,2025-08
O04419,2025-08-17,C0662,P019,Grip Strength Tool,491.38,3,775.01,1474.14,2325.03,850.89,M08,2025-08
O04420,2025-08-04,C0643,P016,SPF 50 Sunscreen,1093.54,3,1568.83,3280.62,4706.49,1425.87,M02,2025-08
O04421,2025-10-06,C0082,P018,Weight-Lifting Shoes,749.33,4,1307.8,2997.32,5231.2,2233.88,Organic,2025-10
O04422,2025-08-25,C0136,P017,Gentle Facial Cleanser,1005.92,3,1746.32,3017.76,5238.96,2221.2,M06,2025-08
O04423,2025-09-10,C0119,P020,Pre-Workout Formula,671.71,5,1257.35,3358.55,6286.75,2928.2,M06,2025-09
O04424,2025-09-19,C0800,P020,Pre-Workout Formula,671.71,2,1257.35,1343.42,2514.7,1171.28,M04,2025-09
O04425,2025-09-16,C1128,P009,SPF 50 Sunscreen,332.29,5,509.1,1661.45,2545.5,884.05,M04,2025-09
O04426,2025-09-26,C0319,P001,Pre-Workout Formula,81.87,1,147.52,81.87,147.52,65.65,Organic,2025-09
O04427,2025-07-24,C0310,P003,Anti-Frizz Serum,154.97,2,265.18,309.94,530.36,220.42,M02,2025-07
O04428,2025-04-03,C0058,P004,Daily Multivitamin,151.95,3,278.02,455.85,834.06,378.21,Organic,2025-04
O04429,2025-10-08,C1120,P029,Tennis Outfit,1047.18,1,1805.86,1047.18,1805.86,758.68,M07,2025-10
O04430,2025-12-02,C0202,P026,Tracksuit,581.63,5,851.7,2908.15,4258.5,1350.35,Organic,2025-12
O04431,2025-01-14,C1001,P021,Exfoliating Scrub,236.38,1,410.46,236.38,410.46,174.08,Organic,2025-01
O04432,2025-07-18,C0076,P023,Daily Multivitamin,271.03,1,535.19,271.03,535.19,264.16,M03,2025-07
O04433,2025-04-23,C0301,P016,SPF 50 Sunscreen,1093.54,5,1568.83,5467.7,7844.15,2376.45,M07,2025-04
O04434,2025-10-11,C0474,P020,Pre-Workout Formula,671.71,2,1257.35,1343.42,2514.7,1171.28,M07,2025-10
O04435,2025-12-05,C0931,P010,Plant-Based Protein,143.45,1,276.22,143.45,276.22,132.77,M06,2025-12
O04436,2025-01-23,C1006,P014,Argan Oil Shampoo,1020.09,3,1782.36,3060.27,5347.08,2286.81,M07,2025-01
O04437,2025-09-23,C0462,P026,Tracksuit,581.63,2,851.7,1163.26,1703.4,540.14,M08,2025-09
O04438,2025-01-07,C0998,P026,Tracksuit,581.63,4,851.7,2326.52,3406.8,1080.28,M02,2025-01
O04439,2025-03-29,C0447,P027,Sweatband,196.1,1,371.46,196.1,371.46,175.36,M06,2025-03
O04440,2025-11-20,C0652,P002,SPF 50 Sunscreen,190.04,4,365.12,760.16,1460.48,700.32,Organic,2025-11
O04441,2025-01-17,C0261,P012,Athliesure Wear,777.17,1,1118.83,777.17,1118.83,341.66,M04,2025-01
O04442,2025-09-22,C0574,P009,SPF 50 Sunscreen,332.29,3,509.1,996.87,1527.3,530.43,M06,2025-09
O04443,2025-09-18,C0429,P018,Weight-Lifting Shoes,749.33,1,1307.8,749.33,1307.8,558.47,Organic,2025-09
O04444,2025-06-09,C0632,P003,Anti-Frizz Serum,154.97,4,265.18,619.88,1060.72,440.84,Organic,2025-06
O04445,2025-11-30,C0210,P030,Vitamin C Serum,1052.65,2,1994.92,2105.3,3989.84,1884.54,Organic,2025-11
O04446,2025-11-28,C0661,P026,Tracksuit,581.63,1,851.7,581.63,851.7,270.07,M08,2025-11
O04447,2025-02-28,C0806,P011,Pull-up Set,824.85,5,1247.08,4124.25,6235.4,2111.15,Organic,2025-02
O04448,2025-01-20,C0897,P019,Grip Strength Tool,491.38,4,775.01,1965.52,3100.04,1134.52,Organic,2025-01
O04449,2025-10-03,C0292,P002,SPF 50 Sunscreen,190.04,2,365.12,380.08,730.24,350.16,Organic,2025-10
O04450,2025-06-04,C0547,P026,Tracksuit,581.63,3,851.7,1744.89,2555.1,810.21,M05,2025-06
O04451,2025-05-15,C0969,P014,Argan Oil Shampoo,1020.09,5,1782.36,5100.45,8911.8,3811.35,Organic,2025-05
O04452,2025-01-13,C0475,P030,Vitamin C Serum,1052.65,4,1994.92,4210.6,7979.68,3769.08,Organic,2025-01
O04453,2025-08-07,C0045,P010,Plant-Based Protein,143.45,1,276.22,143.45,276.22,132.77,M03,2025-08
O04454,2025-11-10,C0983,P011,Pull-up Set,824.85,2,1247.08,1649.7,2494.16,844.46,Organic,2025-11
O04455,2025-09-17,C0427,P022,Volumizing Spray,292.18,1,517.27,292.18,517.27,225.09,M08,2025-09
O04456,2025-07-07,C0329,P015,Anti-Aging Night Cream,732.53,5,1438.69,3662.65,7193.45,3530.8,Organic,2025-07
O04457,2025-12-09,C0900,P005,Hair Growth Oil,81.19,2,150.42,162.38,300.84,138.46,M07,2025-12
O04458,2025-10-14,C0427,P025,Scalp Detox Scrub,993.64,1,1765.1,993.64,1765.1,771.46,M02,2025-10
O04459,2025-06-19,C0755,P018,Weight-Lifting Shoes,749.33,3,1307.8,2247.99,3923.4,1675.41,Organic,2025-06
O04460,2025-04-27,C0359,P008,Exfoliating Scrub,810.3,3,1426.46,2430.9,4279.38,1848.48,M06,2025-04
O04461,2025-02-05,C0711,P018,Weight-Lifting Shoes,749.33,3,1307.8,2247.99,3923.4,1675.41,M07,2025-02
O04462,2025-07-19,C0956,P001,Pre-Workout Formula,81.87,2,147.52,163.74,295.04,131.3,M07,2025-07
O04463,2025-08-30,C0522,P023,Daily Multivitamin,271.03,4,535.19,1084.12,2140.76,1056.64,M02,2025-08
O04464,2025-06-26,C1173,P024,Resistance Bands,442.52,3,862.21,1327.56,2586.63,1259.07,M02,2025-06
O04465,2025-11-18,C0549,P016,SPF 50 Sunscreen,1093.54,5,1568.83,5467.7,7844.15,2376.45,M02,2025-11
O04466,2025-08-15,C0690,P001,Pre-Workout Formula,81.87,1,147.52,81.87,147.52,65.65,Organic,2025-08
O04467,2025-03-26,C1052,P003,Anti-Frizz Serum,154.97,1,265.18,154.97,265.18,110.21,M02,2025-03
O04468,2025-11-27,C0588,P027,Sweatband,196.1,1,371.46,196.1,371.46,175.36,M05,2025-11
O04469,2025-05-21,C0983,P022,Volumizing Spray,292.18,4,517.27,1168.72,2069.08,900.36,Organic,2025-05
O04470,2025-01-30,C0523,P023,Daily Multivitamin,271.03,5,535.19,1355.15,2675.95,1320.8,M08,2025-01
O04471,2025-08-19,C0053,P010,Plant-Based Protein,143.45,2,276.22,286.9,552.44,265.54,M03,2025-08
O04472,2025-10-02,C0592,P013,Running Shoes,139.5,2,249.72,279.0,499.44,220.44,Organic,2025-10
O04473,2025-01-15,C0311,P026,Tracksuit,581.63,4,851.7,2326.52,3406.8,1080.28,Organic,2025-01
O04474,2025-11-21,C0061,P012,Athliesure Wear,777.17,5,1118.83,3885.85,5594.15,1708.3,Organic,2025-11
O04475,2025-10-27,C0384,P013,Running Shoes,139.5,1,249.72,139.5,249.72,110.22,M04,2025-10
O04476,2025-08-01,C0927,P013,Running Shoes,139.5,4,249.72,558.0,998.88,440.88,M07,2025-08
O04477,2025-08-01,C0892,P014,Argan Oil Shampoo,1020.09,1,1782.36,1020.09,1782.36,762.27,M06,2025-08
O04478,2025-07-21,C0493,P030,Vitamin C Serum,1052.65,3,1994.92,3157.95,5984.76,2826.81,M01,2025-07
O04479,2025-03-10,C0263,P026,Tracksuit,581.63,2,851.7,1163.26,1703.4,540.14,Organic,2025-03
O04480,2025-04-23,C1115,P009,SPF 50 Sunscreen,332.29,1,509.1,332.29,509.1,176.81,M04,2025-04
O04481,2025-08-13,C1135,P014,Argan Oil Shampoo,1020.09,2,1782.36,2040.18,3564.72,1524.54,Organic,2025-08
O04482,2025-09-07,C0034,P012,Athliesure Wear,777.17,1,1118.83,777.17,1118.83,341.66,M08,2025-09
O04483,2025-11-11,C0671,P003,Anti-Frizz Serum,154.97,2,265.18,309.94,530.36,220.42,Organic,2025-11
O04484,2025-05-22,C0827,P027,Sweatband,196.1,1,371.46,196.1,371.46,175.36,M01,2025-05
O04485,2025-11-12,C0433,P006,Leave-In Hair Mist,529.14,2,897.09,1058.28,1794.18,735.9,Organic,2025-11
O04486,2025-06-29,C0938,P003,Anti-Frizz Serum,154.97,3,265.18,464.91,795.54,330.63,Organic,2025-06
O04487,2025-07-04,C0630,P014,Argan Oil Shampoo,1020.09,2,1782.36,2040.18,3564.72,1524.54,Organic,2025-07
O04488,2025-07-12,C0108,P027,Sweatband,196.1,1,371.46,196.1,371.46,175.36,M04,2025-07
O04489,2025-09-08,C0263,P025,Scalp Detox Scrub,993.64,4,1765.1,3974.56,7060.4,3085.84,M06,2025-09
O04490,2025-11-26,C0686,P013,Running Shoes,139.5,3,249.72,418.5,749.16,330.66,M03,2025-11
O04491,2025-11-24,C0996,P006,Leave-In Hair Mist,529.14,4,897.09,2116.56,3588.36,1471.8,M05,2025-11
O04492,2025-02-17,C0093,P010,Plant-Based Protein,143.45,1,276.22,143.45,276.22,132.77,M06,2025-02
O04493,2025-01-02,C0686,P006,Leave-In Hair Mist,529.14,3,897.09,1587.42,2691.27,1103.85,M04,2025-01
O04494,2025-05-19,C0591,P025,Scalp Detox Scrub,993.64,3,1765.1,2980.92,5295.3,2314.38,Organic,2025-05
