order_id,order_date,customer_id,product_id,quantity,unit_price,campaign_id
O04182,2025-12-20,C0087,P010,3,276.22,M07
O04183,2025-05-11,C0163,P017,5,1746.32,
O04184,2025-07-08,C0571,P025,1,1765.1,
O04185,2025-07-24,C0558,P027,5,371.46,M02
O04186,2025-06-30,C1168,P028,4,1124.06,
O04187,2025-05-08,C0757,P017,3,1746.32,
O04188,2025-07-24,C0312,P014,2,1782.36,
O04189,2025-04-29,C0079,P014,4,1782.36,M08
O04190,2025-11-06,C1084,P025,4,1765.1,M02
O04191,2025-03-08,C1191,P012,3,1118.83,M08
O04192,2025-12-08,C0357,P029,2,1805.86,
O04193,2025-05-12,C1075,P006,4,897.09,M07
O04194,2025-10-16,C0264,P020,1,1257.35,M07
O04195,2025-02-07,C1166,P015,5,1438.69,M04
O04196,2025-06-26,C0317,P013,5,249.72,
O04197,2025-11-05,C1123,P026,2,851.7,M08
O04198,2025-07-24,C1055,P018,4,1307.8,
O04199,2025-08-19,C0384,P020,3,1257.35,
O04200,2025-08-11,C0617,P001,1,147.52,M03
O04201,2025-01-26,C0516,P017,5,1746.32,
O04202,2025-02-18,C0410,P011,5,1247.08,M04
O04203,2025-11-03,C0317,P003,2,265.18,M01
O04204,2025-01-03,C0137,P029,3,1805.86,M08
O04205,2025-07-24,C0138,P005,3,150.42,
O04206,2025-12-05,C0070,P008,3,1426.46,
O04207,2025-10-16,C0446,P003,3,265.18,M04
O04208,2025-09-22,C1178,P026,4,851.7,M08
O04209,2025-03-09,C1107,P002,4,365.12,
O04210,2025-12-10,C0609,P013,2,249.72,
O04211,2025-12-08,C0278,P023,3,535.19,
O04212,2025-06-18,C0310,P020,1,1257.35,M04
O04213,2025-06-22,C0476,P027,1,371.46,M08
O04214,2025-08-07,C0210,P014,5,1782.36,
O04215,2025-10-14,C0821,P029,2,1805.86,
O04216,2025-10-19,C1117,P027,1,371.46,
O04217,2025-07-09,C1094,P013,2,249.72,
O04218,2025-02-13,C0747,P016,2,1568.83,
O04219,2025-01-02,C0837,P015,4,1438.69,M07
O04220,2025-10-20,C0984,P011,2,1247.08,
O04221,2025-11-30,C0595,P030,1,1994.92,M05
O04222,2025-09-09,C0247,P009,2,509.1,M02
O04223,2025-12-03,C0988,P007,5,1637.92,M07
O04224,2025-02-19,C0107,P001,4,147.52,M04
O04225,2025-11-25,C0151,P006,4,897.09,
O04226,2025-06-29,C0463,P002,4,365.12,M03
O04227,2025-01-24,C0684,P005,5,150.42,
O04228,2025-10-26,C0146,P020,5,1257.35,M08
O04229,2025-04-10,C0942,P007,1,1637.92,M03
O04230,2025-05-31,C0636,P028,3,1124.06,
O04231,2025-05-27,C0001,P018,3,1307.8,M01
O04232,2025-08-16,C1095,P024,4,862.21,
O04233,2025-04-26,C0135,P011,1,1247.08,
O04234,2025-08-29,C0659,P014,1,1782.36,
O04235,2025-11-08,C0966,P003,1,265.18,
O04236,2025-12-19,C0732,P018,1,1307.8,M04
O04237,2025-12-03,C1103,P006,5,897.09,M05
O04238,2025-06-30,C0395,P013,3,249.72,M02
O04239,2025-10-13,C0726,P026,5,851.7,M06
O04240,2025-10-06,C0162,P024,1,862.21,M08
O04241,2025-05-14,C0804,P009,3,509.1,M02
O04242,2025-07-23,C1008,P002,4,365.12,M05
O04243,2025-01-06,C0504,P019,1,775.01,
O04244,2025-06-13,C0639,P029,1,1805.86,M01
O04245,2025-05-08,C1119,P020,2,1257.35,M01
O04246,2025-12-15,C0784,P007,4,1637.92,
O04247,2025-01-21,C1053,P008,3,1426.46,
O04248,2025-10-06,C0818,P018,3,1307.8,
O04249,2025-12-22,C0044,P024,4,862.21,M01
O04250,2025-03-19,C0659,P013,2,249.72,
O04251,2025-06-23,C0783,P003,3,265.18,
O04252,2025-12-30,C0424,P020,2,1257.35,
O04253,2025-06-25,C0856,P024,2,862.21,M04
O04254,2025-11-06,C0615,P015,3,1438.69,
O04255,2025-09-15,C1039,P030,1,1994.92,
O04256,2025-08-10,C0088,P016,5,1568.83,
O04257,2025-11-06,C0990,P018,1,1307.8,M01
O04258,2025-12-14,C0241,P023,5,535.19,
O04259,2025-02-17,C0578,P018,2,1307.8,M04
O04260,2025-12-15,C0298,P028,4,1124.06,M02
O04261,2025-06-21,C0565,P018,5,1307.8,M01
O04262,2025-06-25,C0818,P006,2,897.09,M02
O04263,2025-02-27,C0826,P020,1,1257.35,M08
O04264,2025-12-17,C0326,P022,2,517.27,M04
O04265,2025-11-04,C0964,P029,1,1805.86,M05
O04266,2025-07-06,C0571,P023,3,535.19,M01
O04267,2025-09-30,C0282,P022,2,517.27,M02
O04268,2025-05-29,C0151,P013,5,249.72,M04
O04269,2025-10-23,C0863,P009,4,509.1,
O04270,2025-07-28,C0835,P005,2,150.42,M07
O04271,2025-01-02,C0476,P012,1,1118.83,M07
O04272,2025-02-07,C1095,P024,3,862.21,M06
O04273,2025-09-06,C1138,P027,4,371.46,M07
O04274,2025-09-22,C0100,P013,3,249.72,
O04275,2025-01-27,C0485,P013,1,249.72,M04
O04276,2025-08-11,C0018,P027,3,371.46,M02
O04277,2025-11-28,C0879,P021,3,410.46,
O04278,2025-11-16,C0248,P018,1,1307.8,
O04279,2025-10-28,C0243,P002,2,365.12,M04
O04280,2025-11-24,C0294,P001,3,147.52,M05
O04281,2025-06-23,C0410,P006,4,897.09,
O04282,2025-10-19,C0751,P015,2,1438.69,
O04283,2025-10-22,C0383,P021,4,410.46,M07
O04284,2025-01-23,C0950,P005,3,150.42,
O04285,2025-09-10,C0605,P030,3,1994.92,M05
O04286,2025-11-19,C0281,P019,1,775.01,M05
O04287,2025-12-22,C0675,P010,2,276.22,M02
O04288,2025-10-13,C1150,P001,1,147.52,
O04289,2025-11-01,C0713,P013,3,249.72,M05
O04290,2025-05-25,C0677,P025,4,1765.1,
O04291,2025-03-22,C0344,P028,5,1124.06,
O04292,2025-07-09,C0253,P005,4,150.42,
O04293,2025-01-27,C0835,P011,4,1247.08,M07
O04294,2025-02-22,C0861,P026,2,851.7,M07
O04295,2025-01-16,C0022,P015,3,1438.69,M03
O04296,2025-08-04,C0832,P029,1,1805.86,M06
O04297,2025-02-02,C1033,P012,3,1118.83,M06
O04298,2025-04-12,C0009,P022,1,517.27,M02
O04299,2025-08-05,C0193,P016,3,1568.83,M06
O04300,2025-09-27,C1172,P015,1,1438.69,M03
O04301,2025-05-11,C0154,P010,2,276.22,M06
O04302,2025-06-07,C1162,P015,3,1438.69,M07
O04303,2025-05-16,C0749,P024,2,862.21,M06
O04304,2025-12-22,C0958,P030,5,1994.92,M08
O04305,2025-03-05,C0164,P019,5,775.01,
O04306,2025-09-30,C0891,P013,3,249.72,
O04307,2025-07-27,C0440,P019,4,775.01,M02
O04308,2025-10-11,C0399,P008,3,1426.46,
O04309,2025-09-11,C1146,P009,4,509.1,M01
O04310,2025-07-11,C0960,P022,1,517.27,
O04311,2025-05-05,C0980,P024,4,862.21,
O04312,2025-02-15,C0544,P018,2,1307.8,
O04313,2025-11-25,C1155,P004,2,278.02,M06
O04314,2025-08-10,C0496,P016,2,1568.83,M03
O04315,2025-12-20,C0982,P023,2,535.19,
O04316,2025-03-10,C1159,P007,4,1637.92,M01
O04317,2025-04-06,C1149,P028,2,1124.06,M03
O04318,2025-07-22,C0943,P030,4,1994.92,
O04319,2025-10-31,C0383,P021,3,410.46,M08
O04320,2025-05-02,C0327,P020,2,1257.35,
O04321,2025-06-23,C0289,P021,1,410.46,M03
O04322,2025-01-12,C0193,P019,3,775.01,
O04323,2025-01-01,C0867,P003,5,265.18,M03
O04324,2025-09-22,C0601,P009,2,509.1,M05
O04325,2025-09-11,C0145,P022,5,517.27,M03
O04326,2025-11-08,C0990,P001,3,147.52,
O04327,2025-02-13,C0551,P011,3,1247.08,M07
O04328,2025-01-30,C0907,P030,3,1994.92,M02
O04329,2025-04-14,C0453,P018,1,1307.8,M07
O04330,2025-05-26,C0438,P008,2,1426.46,M07
O04331,2025-11-17,C0309,P024,2,862.21,M08
O04332,2025-08-28,C0418,P007,1,1637.92,M01
O04333,2025-07-23,C0612,P013,4,249.72,M08
O04334,2025-01-02,C1144,P007,3,1637.92,M07
O04335,2025-01-18,C0642,P011,2,1247.08,
O04336,2025-06-05,C0590,P005,1,150.42,
O04337,2025-01-20,C0969,P021,3,410.46,
O04338,2025-03-09,C1016,P029,3,1805.86,M07
O04339,2025-08-31,C0752,P026,5,851.7,M08
O04340,2025-08-04,C0761,P005,5,150.42,
O04341,2025-08-09,C0328,P027,1,371.46,
O04342,2025-05-06,C0830,P023,2,535.19,
O04343,2025-12-06,C0827,P012,3,1118.83,
O04344,2025-02-06,C1175,P010,4,276.22,M08
O04345,2025-11-27,C0428,P019,1,775.01,M04
O04346,2025-10-28,C1169,P023,4,535.19,
O04347,2025-10-05,C0569,P023,5,535.19,
O04348,2025-05-12,C1037,P020,4,1257.35,M06
O04349,2025-06-10,C0578,P001,5,147.52,
O04350,2025-12-05,C0293,P007,4,1637.92,
O04351,2025-08-12,C0444,P010,2,276.22,M04
O04352,2025-10-30,C0781,P009,1,509.1,M03
O04353,2025-10-08,C1093,P019,1,775.01,
O04354,2025-02-23,C0591,P011,5,1247.08,
O04355,2025-04-27,C0034,P009,1,509.1,
O04356,2025-04-04,C0923,P022,4,517.27,
O04357,2025-03-25,C0396,P005,5,150.42,
O04358,2025-12-27,C0623,P030,4,1994.92,M03
O04359,2025-06-24,C0945,P013,5,249.72,
O04360,2025-02-02,C1052,P028,5,1124.06,M03
O04361,2025-04-15,C1077,P015,5,1438.69,
O04362,2025-01-30,C1120,P011,3,1247.08,M01
O04363,2025-07-16,C0158,P023,2,535.19,
O04364,2025-05-11,C0758,P019,4,775.01,M05
O04365,2025-07-20,C0665,P001,5,147.52,M08
O04366,2025-11-16,C1162,P009,4,509.1,M04
O04367,2025-01-02,C0911,P028,2,1124.06,M02
O04368,2025-01-26,C1113,P027,1,371.46,M03
O04369,2025-08-02,C0787,P003,4,265.18,M02
O04370,2025-08-03,C0730,P011,3,1247.08,
O04371,2025-12-17,C0833,P017,3,1746.32,M07
O04372,2025-06-15,C0735,P011,4,1247.08,M03
O04373,2025-05-11,C0883,P016,3,1568.83,M01
O04374,2025-07-17,C0915,P017,3,1746.32,M07
O04375,2025-09-29,C0272,P028,3,1124.06,
O04376,2025-07-02,C0850,P003,4,265.18,M06
O04377,2025-02-24,C0359,P005,3,150.42,
O04378,2025-05-14,C1050,P003,5,265.18,
O04379,2025-06-01,C0295,P001,2,147.52,M07
O04380,2025-10-01,C0035,P014,5,1782.36,
O04381,2025-06-12,C0963,P027,1,371.46,
O04382,2025-08-20,C0503,P001,4,147.52,M05
O04383,2025-05-18,C0435,P005,5,150.42,
O04384,2025-02-01,C0093,P006,3,897.09,
O04385,2025-10-04,C1096,P020,2,1257.35,M05
O04386,2025-02-05,C0552,P007,5,1637.92,M07
O04387,2025-11-23,C0975,P003,5,265.18,M08
O04388,2025-03-11,C0559,P027,3,371.46,
O04389,2025-10-12,C0225,P009,2,509.1,M05
O04390,2025-09-27,C0612,P001,3,147.52,
O04391,2025-08-26,C0725,P007,4,1637.92,
O04392,2025-09-09,C1044,P010,1,276.22,M08
O04393,2025-11-24,C0457,P021,5,410.46,M01
O04394,2025-06-22,C1124,P019,1,775.01,M07
O04395,2025-01-01,C0514,P006,3,897.09,M01
O04396,2025-04-30,C0725,P003,5,265.18,
O04397,2025-03-13,C1067,P011,3,1247.08,
O04398,2025-01-09,C0392,P015,3,1438.69,M04
O04399,2025-02-19,C0902,P019,4,775.01,M07
O04400,2025-08-24,C0749,P012,1,1118.83,
O04401,2025-02-04,C0872,P017,3,1746.32,
O04402,2025-12-18,C0326,P017,2,1746.32,M03
O04403,2025-11-07,C1065,P011,4,1247.08,
O04404,2025-05-22,C1169,P004,4,278.02,M04
O04405,2025-03-28,C0880,P029,1,1805.86,
O04406,2025-07-04,C1124,P024,4,862.21,
O04407,2025-05-24,C0941,P006,4,897.09,
O04408,2025-05-30,C1058,P030,2,1994.92,M08
O04409,2025-04-09,C0006,P023,4,535.19,M04
O04410,2025-12-03,C0178,P021,3,410.46,M02
O04411,2025-08-28,C1026,P018,2,1307.8,M03
O04412,2025-07-15,C0741,P027,3,371.46,M07
O04413,2025-11-15,C0048,P018,4,1307.8,
O04414,2025-05-01,C0943,P005,2,150.42,M08
O04415,2025-03-02,C1030,P015,5,1438.69,M03
O04416,2025-03-29,C0966,P008,5,1426.46,M07
O04417,2025-06-11,C0559,P027,5,371.46,
O04418,2025-08-18,C1131,P002,3,365.12,
O04419,2025-08-17,C0662,P019,3,775.01,M08
O04420,2025-08-04,C0643,P016,3,1568.83,M02
O04421,2025-10-06,C0082,P018,4,1307.8,
O04422,2025-08-25,C0136,P017,3,1746.32,M06
O04423,2025-09-10,C0119,P020,5,1257.35,M06
O04424,2025-09-19,C0800,P020,2,1257.35,M04
O04425,2025-09-16,C1128,P009,5,509.1,M04
O04426,2025-09-26,C0319,P001,1,147.52,
O04427,2025-07-24,C0310,P003,2,265.18,M02
O04428,2025-04-03,C0058,P004,3,278.02,
O04429,2025-10-08,C1120,P029,1,1805.86,M07
O04430,2025-12-02,C0202,P026,5,851.7,
O04431,2025-01-14,C1001,P021,1,410.46,
O04432,2025-07-18,C0076,P023,1,535.19,M03
O04433,2025-04-23,C0301,P016,5,1568.83,M07
O04434,2025-10-11,C0474,P020,2,1257.35,M07
O04435,2025-12-05,C0931,P010,1,276.22,M06
O04436,2025-01-23,C1006,P014,3,1782.36,M07
O04437,2025-09-23,C0462,P026,2,851.7,M08
O04438,2025-01-07,C0998,P026,4,851.7,M02
O04439,2025-03-29,C0447,P027,1,371.46,M06
O04440,2025-11-20,C0652,P002,4,365.12,
O04441,2025-01-17,C0261,P012,1,1118.83,M04
O04442,2025-09-22,C0574,P009,3,509.1,M06
O04443,2025-09-18,C0429,P018,1,1307.8,
O04444,2025-06-09,C0632,P003,4,265.18,
O04445,2025-11-30,C0210,P030,2,1994.92,
O04446,2025-11-28,C0661,P026,1,851.7,M08
O04447,2025-02-28,C0806,P011,5,1247.08,
O04448,2025-01-20,C0897,P019,4,775.01,
O04449,2025-10-03,C0292,P002,2,365.12,
O04450,2025-06-04,C0547,P026,3,851.7,M05
O04451,2025-05-15,C0969,P014,5,1782.36,
O04452,2025-01-13,C0475,P030,4,1994.92,
O04453,2025-08-07,C0045,P010,1,276.22,M03
O04454,2025-11-10,C0983,P011,2,1247.08,
O04455,2025-09-17,C0427,P022,1,517.27,M08
O04456,2025-07-07,C0329,P015,5,1438.69,
O04457,2025-12-09,C0900,P005,2,150.42,M07
O04458,2025-10-14,C0427,P025,1,1765.1,M02
O04459,2025-06-19,C0755,P018,3,1307.8,
O04460,2025-04-27,C0359,P008,3,1426.46,M06
O04461,2025-02-05,C0711,P018,3,1307.8,M07
O04462,2025-07-19,C0956,P001,2,147.52,M07
O04463,2025-08-30,C0522,P023,4,535.19,M02
O04464,2025-06-26,C1173,P024,3,862.21,M02
O04465,2025-11-18,C0549,P016,5,1568.83,M02
O04466,2025-08-15,C0690,P001,1,147.52,
O04467,2025-03-26,C1052,P003,1,265.18,M02
O04468,2025-11-27,C0588,P027,1,371.46,M05
O04469,2025-05-21,C0983,P022,4,517.27,
O04470,2025-01-30,C0523,P023,5,535.19,M08
O04471,2025-08-19,C0053,P010,2,276.22,M03
O04472,2025-10-02,C0592,P013,2,249.72,
O04473,2025-01-15,C0311,P026,4,851.7,
O04474,2025-11-21,C0061,P012,5,1118.83,
O04475,2025-10-27,C0384,P013,1,249.72,M04
O04476,2025-08-01,C0927,P013,4,249.72,M07
O04477,2025-08-01,C0892,P014,1,1782.36,M06
O04478,2025-07-21,C0493,P030,3,1994.92,M01
O04479,2025-03-10,C0263,P026,2,851.7,
O04480,2025-04-23,C1115,P009,1,509.1,M04
O04481,2025-08-13,C1135,P014,2,1782.36,
O04482,2025-09-07,C0034,P012,1,1118.83,M08
O04483,2025-11-11,C0671,P003,2,265.18,
O04484,2025-05-22,C0827,P027,1,371.46,M01
O04485,2025-11-12,C0433,P006,2,897.09,
O04486,2025-06-29,C0938,P003,3,265.18,
O04487,2025-07-04,C0630,P014,2,1782.36,
O04488,2025-07-12,C0108,P027,1,371.46,M04
O04489,2025-09-08,C0263,P025,4,1765.1,M06
O04490,2025-11-26,C0686,P013,3,249.72,M03
O04491,2025-11-24,C0996,P006,4,897.09,M05
O04492,2025-02-17,C0093,P010,1,276.22,M06
O04493,2025-01-02,C0686,P006,3,897.09,M04
O04494,2025-05-19,C0591,P025,3,1765.1,
O04495,2025-07-24,C0289,P016,2,1568.83,M04
O04496,2025-10-21,C0616,P001,4,147.52,
O04497,2025-04-30,C0518,P003,3,265.18,M02
O04498,2025-07-11,C0988,P022,3,517.27,M04
O04499,2025-03-18,C0191,P012,1,1118.83,M08
O04500,2025-09-27,C0956,P017,5,1746.32,
O04501,2025-04-20,C0275,P003,1,265.18,M06
O04502,2025-05-27,C0903,P008,4,1426.46,
O04503,2025-08-06,C1053,P004,2,278.02,M06
O04504,2025-09-15,C0123,P002,1,365.12,
O04505,2025-10-02,C0499,P016,1,1568.83,M02
O04506,2025-06-16,C0133,P003,3,265.18,M08
O04507,2025-10-01,C0350,P014,1,1782.36,
O04508,2025-01-08,C1124,P016,1,1568.83,M02
O04509,2025-01-24,C0831,P020,5,1257.35,M05
O04510,2025-03-07,C0931,P011,1,1247.08,M01
O04511,2025-03-15,C0877,P028,5,1124.06,
O04512,2025-05-06,C0148,P030,3,1994.92,
O04513,2025-04-02,C0402,P023,1,535.19,M01
O04514,2025-04-05,C0112,P007,2,1637.92,
O04515,2025-08-10,C0687,P028,3,1124.06,
O04516,2025-01-10,C0669,P022,2,517.27,M02
O04517,2025-02-19,C0315,P010,1,276.22,M08
O04518,2025-01-19,C0646,P004,1,278.02,M03
O04519,2025-01-10,C0823,P004,4,278.02,
O04520,2025-04-16,C1064,P028,2,1124.06,M03
O04521,2025-05-23,C0065,P002,3,365.12,M03
O04522,2025-04-05,C0361,P022,1,517.27,M03
O04523,2025-12-02,C0196,P001,5,147.52,
O04524,2025-02-08,C0426,P004,3,278.02,M04
O04525,2025-04-25,C0207,P019,2,775.01,M03
O04526,2025-07-06,C1059,P006,4,897.09,
O04527,2025-03-01,C0440,P026,2,851.7,M05
O04528,2025-06-21,C0844,P027,3,371.46,M04
O04529,2025-06-05,C1026,P006,4,897.09,M05
O04530,2025-11-09,C0877,P015,1,1438.69,M07
O04531,2025-08-08,C0549,P007,2,1637.92,
O04532,2025-10-26,C0507,P012,4,1118.83,
O04533,2025-11-22,C0970,P022,2,517.27,M06
O04534,2025-04-01,C0967,P020,2,1257.35,M02
O04535,2025-06-21,C0364,P023,4,535.19,
O04536,2025-07-26,C0681,P012,5,1118.83,
O04537,2025-05-17,C0799,P016,2,1568.83,M04
O04538,2025-11-24,C0125,P017,5,1746.32,
O04539,2025-08-02,C0216,P010,3,276.22,M06
O04540,2025-04-23,C0829,P008,5,1426.46,
O04541,2025-03-23,C0905,P010,3,276.22,
O04542,2025-07-21,C0651,P014,2,1782.36,M07
O04543,2025-03-07,C1181,P025,5,1765.1,
O04544,2025-05-08,C0594,P005,2,150.42,
O04545,2025-12-29,C0796,P025,4,1765.1,
O04546,2025-03-19,C0212,P010,3,276.22,M03
O04547,2025-11-25,C0857,P015,2,1438.69,
O04548,2025-10-08,C0460,P030,3,1994.92,M05
O04549,2025-07-30,C0673,P018,5,1307.8,
O04550,2025-05-07,C1184,P022,1,517.27,M02
O04551,2025-07-21,C1103,P024,2,862.21,M08
O04552,2025-10-30,C0485,P021,5,410.46,
O04553,2025-10-07,C0159,P026,4,851.7,M04
O04554,2025-12-11,C0171,P017,1,1746.32,M04
O04555,2025-12-22,C0182,P015,1,1438.69,M08
O04556,2025-04-17,C0268,P016,4,1568.83,M03
O04557,2025-01-03,C0561,P004,5,278.02,
O04558,2025-09-04,C0040,P018,5,1307.8,
O04559,2025-07-17,C0564,P024,5,862.21,M03
O04560,2025-03-04,C0816,P010,2,276.22,M05
O04561,2025-08-15,C0377,P013,3,249.72,
O04562,2025-03-15,C1185,P024,2,862.21,M05
O04563,2025-06-26,C0831,P025,2,1765.1,
O04564,2025-04-08,C0223,P020,4,1257.35,M05
O04565,2025-01-06,C0810,P007,5,1637.92,M02
O04566,2025-12-08,C0372,P004,4,278.02,
O04567,2025-07-16,C0599,P023,5,535.19,M07
O04568,2025-08-20,C0053,P022,4,517.27,
O04569,2025-10-09,C0448,P008,3,1426.46,M02
O04570,2025-01-17,C0798,P004,1,278.02,M01
O04571,2025-02-28,C0506,P013,5,249.72,
O04572,2025-10-27,C0167,P002,2,365.12,M05
O04573,2025-05-20,C0976,P007,4,1637.92,
O04574,2025-12-03,C0421,P026,3,851.7,M02
O04575,2025-05-25,C1154,P002,5,365.12,
O04576,2025-05-16,C0128,P003,1,265.18,
O04577,2025-09-10,C0444,P020,1,1257.35,M05
O04578,2025-10-06,C0213,P003,4,265.18,M05
O04579,2025-10-24,C0171,P021,1,410.46,M05
O04580,2025-12-02,C0331,P029,1,1805.86,M07
O04581,2025-08-02,C0244,P030,4,1994.92,
O04582,2025-01-17,C0149,P024,5,862.21,
O04583,2025-05-07,C0296,P010,1,276.22,
O04584,2025-04-13,C1028,P009,3,509.1,M05
O04585,2025-03-21,C0430,P002,3,365.12,M07
O04586,2025-02-01,C0980,P023,5,535.19,
O04587,2025-02-19,C0205,P016,2,1568.83,
O04588,2025-07-15,C0164,P002,3,365.12,
O04589,2025-02-20,C0177,P028,4,1124.06,M03
O04590,2025-12-28,C1194,P004,3,278.02,
O04591,2025-01-09,C0622,P005,4,150.42,
O04592,2025-01-03,C1067,P006,5,897.09,
O04593,2025-02-15,C0189,P010,1,276.22,M08
O04594,2025-11-20,C0650,P010,2,276.22,
O04595,2025-12-23,C0437,P003,4,265.18,M06
O04596,2025-09-09,C0604,P013,4,249.72,M02
O04597,2025-05-03,C0164,P018,1,1307.8,
O04598,2025-09-13,C0228,P010,4,276.22,M05
O04599,2025-03-28,C0311,P008,1,1426.46,M01
O04600,2025-02-08,C0487,P023,1,535.19,
O04601,2025-04-22,C0106,P011,4,1247.08,M07
O04602,2025-12-05,C0796,P006,1,897.09,M05
O04603,2025-06-26,C0343,P011,3,1247.08,M08
O04604,2025-06-09,C0154,P029,1,1805.86,M06
O04605,2025-05-25,C0134,P016,4,1568.83,M05
O04606,2025-09-24,C0736,P017,4,1746.32,M05
O04607,2025-09-17,C0453,P019,1,775.01,M02
O04608,2025-10-30,C0698,P021,4,410.46,M07
O04609,2025-04-17,C0746,P012,5,1118.83,M03
O04610,2025-04-05,C0177,P015,4,1438.69,M07
O04611,2025-03-10,C0741,P025,4,1765.1,M05
O04612,2025-07-15,C0017,P028,4,1124.06,M01
O04613,2025-02-12,C0563,P010,1,276.22,
O04614,2025-01-03,C0775,P027,5,371.46,
O04615,2025-08-04,C0369,P028,3,1124.06,M08
O04616,2025-02-22,C0011,P029,1,1805.86,
O04617,2025-07-30,C1109,P014,5,1782.36,M05
O04618,2025-02-21,C0278,P016,5,1568.83,M08
O04619,2025-07-28,C0394,P006,5,897.09,
O04620,2025-03-04,C0331,P012,2,1118.83,M03
O04621,2025-04-03,C1139,P006,2,897.09,M05
O04622,2025-08-30,C0319,P011,5,1247.08,M05
O04623,2025-01-17,C0559,P001,1,147.52,M05
O04624,2025-08-20,C0238,P020,2,1257.35,M02
O04625,2025-12-27,C0505,P004,3,278.02,
O04626,2025-06-10,C0653,P007,4,1637.92,
O04627,2025-03-26,C1087,P025,5,1765.1,M01
O04628,2025-08-12,C0241,P010,3,276.22,
O04629,2025-10-12,C0952,P002,5,365.12,M03
O04630,2025-10-04,C0150,P001,1,147.52,
O04631,2025-02-22,C0590,P020,3,1257.35,M02
O04632,2025-11-10,C0259,P011,5,1247.08,
O04633,2025-02-18,C0538,P030,3,1994.92,M07
O04634,2025-08-21,C0264,P010,5,276.22,M02
O04635,2025-11-25,C1138,P017,5,1746.32,M07
O04636,2025-04-24,C0706,P025,4,1765.1,
O04637,2025-10-14,C0052,P021,2,410.46,M02
O04638,2025-12-08,C0200,P005,2,150.42,
O04639,2025-11-14,C0911,P024,3,862.21,
O04640,2025-05-03,C0825,P027,5,371.46,M06
O04641,2025-06-19,C0662,P018,3,1307.8,
O04642,2025-07-10,C1172,P019,3,775.01,
O04643,2025-01-11,C0570,P018,2,1307.8,M01
O04644,2025-08-03,C0881,P020,5,1257.35,
O04645,2025-12-20,C0736,P010,2,276.22,M07
O04646,2025-01-08,C0137,P013,1,249.72,M07
O04647,2025-08-24,C0479,P008,4,1426.46,
O04648,2025-07-10,C0089,P015,1,1438.69,M03
O04649,2025-08-16,C0191,P014,2,1782.36,M02
O04650,2025-06-03,C1131,P019,1,775.01,M04
O04651,2025-11-22,C1049,P001,3,147.52,M07
O04652,2025-11-12,C0330,P020,5,1257.35,
O04653,2025-06-01,C0618,P009,4,509.1,
O04654,2025-09-13,C0370,P028,3,1124.06,
O04655,2025-01-05,C0578,P018,2,1307.8,M03
O04656,2025-05-09,C0436,P006,3,897.09,M01
O04657,2025-05-21,C0931,P003,2,265.18,M06
O04658,2025-06-25,C0816,P008,5,1426.46,M06
O04659,2025-06-11,C0578,P015,5,1438.69,
O04660,2025-07-16,C1022,P006,5,897.09,
O04661,2025-01-08,C0569,P006,2,897.09,M01
O04662,2025-05-03,C0437,P025,2,1765.1,
O04663,2025-11-14,C0693,P026,5,851.7,M03
O04664,2025-04-24,C0170,P028,3,1124.06,
O04665,2025-03-13,C0793,P017,2,1746.32,M01
O04666,2025-03-13,C0892,P020,4,1257.35,M02
O04667,2025-08-15,C0204,P006,4,897.09,M03
O04668,2025-11-04,C0269,P005,1,150.42,M07
O04669,2025-08-26,C0363,P018,1,1307.8,M04
O04670,2025-10-30,C0832,P006,4,897.09,
O04671,2025-09-01,C0011,P028,4,1124.06,M03
O04672,2025-07-01,C0068,P025,2,1765.1,M04
O04673,2025-10-28,C1025,P006,1,897.09,M06
O04674,2025-01-04,C0310,P006,1,897.09,M01
O04675,2025-02-24,C0491,P019,2,775.01,M04
O04676,2025-09-08,C0998,P020,1,1257.35,
O04677,2025-01-02,C0045,P002,2,365.12,
O04678,2025-11-28,C0882,P011,1,1247.08,M03
O04679,2025-06-24,C0576,P013,4,249.72,M06
O04680,2025-07-01,C0634,P020,1,1257.35,
O04681,2025-10-24,C0293,P020,2,1257.35,M06
O04682,2025-04-22,C0480,P005,1,150.42,
O04683,2025-11-30,C0960,P021,4,410.46,
O04684,2025-10-01,C0155,P025,3,1765.1,M05
O04685,2025-08-14,C0590,P024,2,862.21,M02
O04686,2025-11-11,C0723,P010,2,276.22,
O04687,2025-12-25,C0214,P030,1,1994.92,
O04688,2025-09-13,C0862,P014,4,1782.36,M06
O04689,2025-04-01,C0965,P022,4,517.27,M01
O04690,2025-10-22,C1135,P006,1,897.09,
O04691,2025-11-28,C0977,P011,5,1247.08,M02
O04692,2025-11-16,C0320,P002,2,365.12,M02
O04693,2025-07-20,C1121,P016,4,1568.83,M08
O04694,2025-11-20,C0419,P014,3,1782.36,M03
O04695,2025-04-12,C0996,P022,1,517.27,M03
O04696,2025-02-06,C0283,P028,4,1124.06,
O04697,2025-09-22,C0583,P024,5,862.21,M04
O04698,2025-09-12,C0171,P003,3,265.18,
O04699,2025-11-07,C0395,P010,1,276.22,M04
O04700,2025-08-21,C0690,P027,2,371.46,M03
O04701,2025-05-05,C0150,P023,2,535.19,M07
O04702,2025-06-26,C1029,P020,4,1257.35,M04
O04703,2025-03-06,C1097,P016,3,1568.83,M04
O04704,2025-12-16,C0846,P016,3,1568.83,M06
O04705,2025-04-18,C1073,P030,2,1994.92,M02
